x=0.7346039 , y=7.350754 , z=7.5014954
x=-3.3690948 , y=7.523041 , z=5.5704956
x=-3.2901306 , y=7.319641 , z=5.728424
x=-3.041275 , y=7.2263184 , z=7.1617126
x=-3.2231293 , y=6.6807556 , z=6.4534454
x=-3.1992035 , y=6.833908 , z=6.707077
x=-2.904892 , y=6.8697968 , z=7.1210327
x=-2.8809662 , y=6.3960114 , z=6.891327
x=-2.7493591 , y=6.7453613 , z=7.554138
x=-2.6033936 , y=6.65683 , z=6.620941
x=-2.1631165 , y=7.010971 , z=6.776474
x=-1.964508 , y=6.9750824 , z=6.242874
x=-1.9453583 , y=6.9678955 , z=5.81456
x=-1.7658997 , y=7.3005066 , z=6.55394
x=-1.4811554 , y=7.2933197 , z=5.9318085
x=-1.036087 , y=7.5684967 , z=5.986847
x=-0.7417755 , y=7.3531494 , z=5.77388
x=-0.4737854 , y=7.2430725 , z=6.4917297
x=-0.33499146 , y=7.147354 , z=6.8602295
x=-0.41874695 , y=7.1976166 , z=6.1040955
x=-0.41156006 , y=7.142578 , z=6.793228
x=-0.49771118 , y=6.953537 , z=6.7381897
x=-0.21774292 , y=7.0468597 , z=6.7740784
x=0.14117432 , y=7.4440765 , z=6.415161
x=0.34934998 , y=7.0157623 , z=6.072983
x=0.1483612 , y=7.290924 , z=7.044464
x=-0.17945862 , y=7.032501 , z=5.9605255
x=0.14356995 , y=7.5182495 , z=6.242874
x=0.5048828 , y=7.463211 , z=5.8743744
x=0.624527 , y=7.429718 , z=5.740387
x=0.5001068 , y=7.3220367 , z=6.0012054
x=0.5048828 , y=7.223938 , z=6.45105
x=0.68434143 , y=7.3459625 , z=6.5611267
x=0.9140625 , y=7.314865 , z=6.094513
x=1.138977 , y=7.446457 , z=6.4342957
x=1.0384827 , y=7.326828 , z=6.089737
x=0.83270264 , y=7.625931 , z=6.197418
x=0.6269226 , y=7.4392853 , z=6.077774
x=0.6891327 , y=7.4153595 , z=6.3720856
x=0.9308014 , y=7.556534 , z=6.2931213
x=1.0743713 , y=7.7120667 , z=5.551346
x=1.1700897 , y=7.625931 , z=5.9198456
x=0.99302673 , y=7.625931 , z=6.5156555
x=0.73698425 , y=7.5421753 , z=6.0514526
x=0.7680969 , y=7.721634 , z=6.2357025
x=0.8805542 , y=7.5373993 , z=6.1160583
x=0.9308014 , y=7.405792 , z=6.238083
x=0.73698425 , y=7.3459625 , z=6.4366913
x=0.6460571 , y=7.1617126 , z=6.4319153
x=0.8566284 , y=7.453644 , z=7.1282196
x=0.98583984 , y=7.1688995 , z=6.209381
x=1.1030884 , y=7.314865 , z=6.5443726
x=0.8661957 , y=7.183258 , z=6.7812653
x=0.43788147 , y=7.125824 , z=6.5491486
x=0.37806702 , y=7.183258 , z=6.57547
x=0.5407715 , y=7.338791 , z=6.3433685
x=0.45942688 , y=7.1449738 , z=5.9198456
x=0.31106567 , y=7.2311096 , z=6.477371
x=0.19381714 , y=7.1210327 , z=6.443878
x=0.34457397 , y=6.9846497 , z=6.3218384
x=0.5120697 , y=6.920044 , z=6.652054
x=0.3134613 , y=6.8530426 , z=6.8362885
x=0.050247192 , y=6.8410797 , z=6.661621
x=-0.107681274 , y=6.484543 , z=6.9559326
x=-0.27038574 , y=6.376877 , z=7.4847565
x=-0.5048828 , y=6.3194427 , z=6.7836456
x=-0.58384705 , y=6.496521 , z=6.754944
x=-0.624527 , y=7.1521454 , z=7.051651
x=-0.41874695 , y=6.5156555 , z=5.8695984
x=0.33021545 , y=7.3579254 , z=7.3866425
x=0.66760254 , y=6.5682983 , z=6.20459
x=0.74894714 , y=7.6905365 , z=7.3411865
x=0.24885559 , y=7.453644 , z=5.6159515
x=0.23449707 , y=7.7455597 , z=5.613556
x=0.32063293 , y=7.458435 , z=6.3194427
x=-0.13639832 , y=7.130615 , z=6.0681915
x=-0.55752563 , y=7.032501 , z=6.2189484
x=-0.53359985 , y=7.1497498 , z=6.7908325
x=-0.4402771 , y=6.6400757 , z=6.479767
x=-0.105285645 , y=6.6424713 , z=7.319641
x=-0.124420166 , y=6.520447 , z=7.257431
x=-0.20817566 , y=6.702301 , z=7.3005066
x=-0.14596558 , y=6.714264 , z=7.3627167
x=-0.08135986 , y=6.8937225 , z=7.6211395
x=-0.107681274 , y=7.166504 , z=6.9128723
x=-0.050247192 , y=7.7814636 , z=6.2237244
x=-0.050247192 , y=7.922638 , z=5.64946
x=0.0765686 , y=8.111664 , z=5.93898
x=0.25842285 , y=8.231308 , z=6.0059814
x=0.59820557 , y=8.276779 , z=5.97966
x=0.9882355 , y=8.181061 , z=6.192627
x=1.2634125 , y=8.271988 , z=6.8769684
x=1.4644012 , y=8.650055 , z=6.5371857
x=0.19621277 , y=6.9104767 , z=3.5653076
x=0.122039795 , y=6.9750824 , z=9.365509
x=-0.011962891 , y=6.900894 , z=10.222137
x=-0.18664551 , y=5.893524 , z=5.1230316
x=0.36610413 , y=7.525421 , z=5.560913
x=0.27278137 , y=7.6331024 , z=6.8027954
x=-0.122039795 , y=7.5637054 , z=6.817154
x=0.5407715 , y=6.7405853 , z=6.4941254
x=1.6199341 , y=7.7455597 , z=6.9631195
x=0.8183441 , y=7.791031 , z=4.393219
x=-0.0023956299 , y=8.181061 , z=5.474777
x=0.30867004 , y=8.444275 , z=6.611374
x=0.83987427 , y=7.881958 , z=4.680359
x=1.2873383 , y=7.8149567 , z=5.0943146
x=1.1437683 , y=7.4249268 , z=7.2023926
x=0.6006012 , y=7.1114655 , z=7.549362
x=0.8231354 , y=7.343567 , z=7.3292084
x=1.2059784 , y=7.216751 , z=5.900696
x=1.249054 , y=7.228714 , z=5.8504486
x=0.9906311 , y=7.470398 , z=7.1234283
x=0.6053772 , y=7.6905365 , z=6.599411
x=0.8446655 , y=7.0612183 , z=5.6039886
x=1.3256226 , y=7.625931 , z=6.7381897
x=0.9188385 , y=7.2215424 , z=5.781067
x=0.5886383 , y=7.738388 , z=6.6831512
x=0.7034912 , y=7.692932 , z=5.852844
x=1.0265198 , y=7.664215 , z=5.367096
x=1.0241241 , y=7.9202423 , z=6.75972
x=0.80158997 , y=7.738388 , z=6.7214355
x=1.557724 , y=8.647659 , z=6.929611
x=1.9956207 , y=8.226532 , z=4.9459686
x=2.0410767 , y=7.9992065 , z=5.161316
x=1.5409851 , y=8.5208435 , z=7.039688
x=0.87338257 , y=8.051849 , z=5.682953
x=1.1940155 , y=8.283951 , z=5.304886
x=1.5505524 , y=7.590027 , z=5.5824585
x=1.5314026 , y=7.757538 , z=7.032501
x=1.2538452 , y=7.2215424 , z=6.7333984
x=1.421341 , y=7.525421 , z=6.8937225
x=1.450058 , y=6.941574 , z=6.1902313
x=1.3088684 , y=6.8602295 , z=7.030121
x=1.1102753 , y=7.176071 , z=7.113861
x=1.0791626 , y=6.908081 , z=5.6853485
x=1.4428711 , y=6.805191 , z=6.4414825
x=1.2945099 , y=6.8482513 , z=7.235901
x=0.83509827 , y=7.314865 , z=6.649658
x=0.72262573 , y=7.073181 , z=5.551346
x=0.8063812 , y=6.6400757 , z=6.3672943
x=0.33021545 , y=6.0107727 , z=7.9824524
x=-0.48335266 , y=6.2931213 , z=8.405991
x=-0.64845276 , y=6.8602295 , z=6.817154
x=0.18185425 , y=7.228714 , z=5.974884
x=0.6628113 , y=6.7860413 , z=6.5970154
x=0.17706299 , y=6.439087 , z=7.767105
x=-0.5623169 , y=6.5611267 , z=7.7647095
x=-1.2346954 , y=6.9918213 , z=6.3505554
x=-1.4309082 , y=7.1688995 , z=5.85524
x=-1.2251282 , y=7.3938293 , z=6.795624
x=-0.8566284 , y=7.171295 , z=6.51326
x=-0.15792847 , y=7.0181427 , z=6.2476654
x=0.35891724 , y=7.4201508 , z=7.135391
x=0.088531494 , y=7.314865 , z=6.508484
x=-0.028717041 , y=7.6785736 , z=6.6305084
x=0.071777344 , y=7.4895325 , z=5.9318085
x=0.028717041 , y=7.4440765 , z=6.0634155
x=-0.32063293 , y=7.5589294 , z=6.5778656
x=-0.47616577 , y=7.9178467 , z=6.317047
x=0.18424988 , y=8.056641 , z=5.785843
x=1.1724854 , y=8.27916 , z=5.797806
x=1.3758698 , y=8.190628 , z=5.017746
x=0.8877411 , y=8.437088 , z=5.601593
x=0.57188416 , y=8.413162 , z=5.7188416
x=1.0863342 , y=8.202591 , z=5.8408813
x=1.8903351 , y=8.035095 , z=6.4534454
x=2.1463623 , y=8.006378 , z=6.12323
x=1.701294 , y=7.738388 , z=5.314453
x=1.1605225 , y=7.5972137 , z=6.2309113
x=0.82073975 , y=7.204788 , z=7.3459625
x=1.1078796 , y=7.1186523 , z=7.7647095
x=1.6582336 , y=6.970291 , z=6.8315125
x=2.1439667 , y=6.8889313 , z=6.7333984
x=2.1631165 , y=6.936798 , z=7.5350037
x=1.6988983 , y=6.551544 , z=7.204788
x=1.2394867 , y=6.8147583 , z=7.0468597
x=0.9068756 , y=6.9511566 , z=6.3266296
x=0.9020996 , y=7.0037994 , z=6.22612
x=0.93559265 , y=7.0707855 , z=6.86261
x=0.7346039 , y=7.0660095 , z=6.4701996
x=0.6891327 , y=7.3627167 , z=6.4534454
x=0.66760254 , y=7.4273224 , z=6.4247284
x=0.6771698 , y=7.4273224 , z=6.345764
x=0.59103394 , y=7.623535 , z=6.111267
x=0.3254242 , y=7.602005 , z=5.510666
x=-0.057434082 , y=7.401001 , z=6.070587
x=-0.39242554 , y=7.1497498 , z=6.6640167
x=-0.4355011 , y=7.0899353 , z=6.6999054
x=-0.16989136 , y=6.989441 , z=6.61615
x=-0.028717041 , y=6.896118 , z=6.8841553
x=-0.34217834 , y=6.570694 , z=6.833908
x=-0.8566284 , y=6.611374 , z=7.245468
x=-0.9571228 , y=6.7693024 , z=7.348358
x=-0.7920227 , y=6.7118683 , z=6.5443726
x=-0.5288086 , y=6.764511 , z=6.460617
x=-0.64367676 , y=6.55394 , z=6.4247284
x=-1.1102753 , y=6.6137695 , z=6.6424713
x=-1.1964111 , y=6.798004 , z=6.9176483
x=-0.77049255 , y=7.0875397 , z=6.6065826
x=-0.122039795 , y=7.0253296 , z=5.8169556
x=0.20578003 , y=6.7836456 , z=6.070587
x=-0.011962891 , y=6.6065826 , z=6.9678955
x=-0.5024872 , y=6.419937 , z=7.5134583
x=-0.6125641 , y=6.3098755 , z=7.3005066
x=-0.33021545 , y=6.364914 , z=6.8937225
x=0.021530151 , y=6.5036926 , z=6.8817596
x=0.38285828 , y=6.8075867 , z=7.3052826
x=0.29910278 , y=6.422333 , z=6.2404785
x=-0.29431152 , y=5.900696 , z=6.6137695
x=-0.7680969 , y=6.08255 , z=8.934799
x=-0.64845276 , y=6.6927185 , z=8.350952
x=0.27038574 , y=7.1282196 , z=5.223526
x=1.0504456 , y=7.511078 , z=4.816757
x=0.43070984 , y=7.302902 , z=6.3936157
x=-0.49771118 , y=7.0660095 , z=7.915451
x=0.088531494 , y=7.4249268 , z=7.829315
x=2.9072723 , y=8.183456 , z=5.8169556
x=3.1896362 , y=8.779266 , z=4.9794617
x=-1.105484 , y=6.1208344 , z=3.8213348
x=-2.2755737 , y=9.188446 , z=10.432709
x=-0.95474243 , y=8.391632 , z=3.5940247
x=1.2107697 , y=8.616562 , z=1.8089752
x=1.1557312 , y=5.7643127 , z=7.228714
x=-0.30389404 , y=6.9344025 , z=11.842087
x=0.9451599 , y=8.530411 , z=8.429916
x=3.9601288 , y=8.709869 , z=1.9094696
x=4.565506 , y=7.4488525 , z=2.7972107
x=0.9379883 , y=7.6666107 , z=8.896515
x=-2.7182465 , y=7.1569366 , z=8.087738
x=-1.4859467 , y=7.101898 , z=6.9272156
x=1.861618 , y=6.3720856 , z=5.95813
x=2.4215393 , y=6.9750824 , z=5.8121643
x=0.84706116 , y=8.338989 , z=6.151947
x=1.0552368 , y=9.004196 , z=6.4079742
x=2.9862366 , y=7.6450653 , z=5.48674
x=3.780655 , y=6.8602295 , z=6.75972
x=1.9932251 , y=7.1449738 , z=7.7240295
x=-0.2368927 , y=8.516052 , z=6.36969
x=-0.5862427 , y=8.286346 , z=3.8141632
x=0.7728882 , y=7.549362 , z=5.4963074
x=2.009964 , y=6.8745728 , z=8.193024
x=1.8089752 , y=7.133011 , z=7.302902
x=1.4883423 , y=7.9537354 , z=6.0131683
x=1.5696869 , y=7.7312164 , z=6.467804
x=1.5673065 , y=7.1449738 , z=7.3962097
x=1.0648041 , y=7.367508 , z=6.8434753
x=0.21057129 , y=7.932205 , z=5.264206
x=-0.20578003 , y=8.714661 , z=4.893326
x=-0.08375549 , y=8.126022 , z=4.7330017
x=0.7417755 , y=7.4967194 , z=6.4582214
x=1.2059784 , y=7.1976166 , z=7.056427
x=1.0791626 , y=7.5062866 , z=6.1256256
x=0.83509827 , y=7.6378937 , z=6.20459
x=1.1126556 , y=7.7455597 , z=7.623535
x=1.4189453 , y=7.331604 , z=7.135391
x=1.5218353 , y=6.994217 , z=5.970093
x=1.0049896 , y=7.298111 , z=7.142578
x=0.31106567 , y=7.3914337 , z=7.647461
x=0.26081848 , y=7.8436737 , z=6.0107727
x=1.1126556 , y=7.9489594 , z=4.409973
x=1.9166565 , y=8.130814 , z=5.7355957
x=1.5003052 , y=6.8841553 , z=5.864807
x=1.179657 , y=8.0733795 , z=7.869995
x=0.5001068 , y=7.199997 , z=4.2879333
x=1.1078796 , y=7.841278 , z=6.7812653
x=1.5792694 , y=7.4488525 , z=7.520645
x=1.1581268 , y=6.757324 , z=5.3192444
x=1.1294098 , y=7.463211 , z=7.360321
x=0.5766754 , y=7.8269196 , z=6.295517
x=0.6077728 , y=7.405792 , z=5.4556427
x=1.6151581 , y=7.377075 , z=7.697708
x=2.0027924 , y=7.5086823 , z=7.039688
x=1.4787598 , y=7.7479553 , z=4.8885345
x=0.5886383 , y=7.381851 , z=5.166107
x=0.1603241 , y=7.1976166 , z=8.269592
x=0.0023956299 , y=7.178467 , z=7.5086823
x=0.275177 , y=7.3938293 , z=4.9052887
x=0.9571228 , y=7.35553 , z=5.6757812
x=0.80877686 , y=6.8243256 , z=7.628311
x=0.023925781 , y=6.484543 , z=7.412964
x=-0.3134613 , y=7.0588226 , z=6.4630127
x=0.107681274 , y=7.668991 , z=6.24527
x=0.65802 , y=7.298111 , z=5.9533386
x=0.928421 , y=6.9272156 , z=6.4031982
x=0.64367676 , y=7.1928253 , z=6.6472626
x=-0.050247192 , y=7.4680023 , z=6.118454
x=-0.36849976 , y=7.4775696 , z=6.1375885
x=-0.06939697 , y=7.135391 , z=6.5563354
x=0.45703125 , y=7.0899353 , z=6.398407
x=0.5240326 , y=7.3411865 , z=5.9605255
x=-0.028717041 , y=7.278961 , z=5.8791656
x=-0.38523865 , y=6.970291 , z=6.8027954
x=-0.275177 , y=6.8650055 , z=7.3172455
x=0.04307556 , y=6.9391785 , z=6.6592255
x=0.2536316 , y=6.9391785 , z=6.427124
x=0.17706299 , y=6.809967 , z=7.0707855
x=-0.13639832 , y=6.7118683 , z=7.3914337
x=-0.23449707 , y=6.977478 , z=7.3244324
x=-0.055038452 , y=6.9750824 , z=6.6065826
x=0.45224 , y=6.9918213 , z=6.8434753
x=0.5886383 , y=6.8243256 , z=6.8410797
x=0.23210144 , y=7.022934 , z=6.5946198
x=-0.1531372 , y=7.2622223 , z=6.467804
x=-0.29193115 , y=7.319641 , z=6.130417
x=0.0765686 , y=7.075577 , z=6.2811584
x=0.4665985 , y=7.080368 , z=6.735794
x=0.4665985 , y=7.0588226 , z=6.1567383
x=0.22492981 , y=7.240677 , z=6.202194
x=0.0 , y=6.982254 , z=6.6376953
x=0.1483612 , y=6.9918213 , z=7.269394
x=0.47138977 , y=6.9104767 , z=6.8530426
x=0.7417755 , y=6.9344025 , z=6.623337
x=0.6795654 , y=6.857834 , z=6.8147583
x=0.39720154 , y=7.0875397 , z=7.030121
x=0.107681274 , y=7.245468 , z=6.3960114
x=0.17706299 , y=7.4560394 , z=6.003586
x=0.45224 , y=7.463211 , z=6.072983
x=0.67237854 , y=7.384247 , z=6.2404785
x=0.66760254 , y=7.3459625 , z=6.2931213
x=0.61016846 , y=7.5637054 , z=6.36969
x=0.624527 , y=7.6498566 , z=6.1088715
x=0.8111725 , y=7.520645 , z=6.2979126
x=1.1102753 , y=7.4440765 , z=6.707077
x=1.1270142 , y=7.3627167 , z=6.4821625
x=0.9714813 , y=7.458435 , z=6.5108643
x=0.7920227 , y=7.5014954 , z=6.6640167
x=0.74417114 , y=7.4440765 , z=6.5659027
x=0.87098694 , y=7.4895325 , z=6.3720856
x=0.97387695 , y=7.463211 , z=6.1256256
x=0.9499512 , y=7.566101 , z=6.381653
x=0.7992096 , y=7.5637054 , z=6.276367
x=0.7657013 , y=7.6498566 , z=6.106491
x=0.90448 , y=7.755142 , z=6.168701
x=0.99302673 , y=7.618744 , z=6.130417
x=1.0217285 , y=7.554138 , z=6.4989014
x=0.96191406 , y=7.5756836 , z=6.4008026
x=0.87338257 , y=7.6857452 , z=6.180664
x=0.9403839 , y=7.7144623 , z=6.276367
x=1.0839539 , y=7.613968 , z=6.3720856
x=1.1557312 , y=7.5589294 , z=6.34816
x=1.0863342 , y=7.647461 , z=6.2668
x=0.89730835 , y=7.657028 , z=6.295517
x=0.76091003 , y=7.623535 , z=6.386444
x=0.74894714 , y=7.5637054 , z=6.3553314
x=0.8279114 , y=7.6163483 , z=6.254837
x=0.92123413 , y=7.5924225 , z=6.180664
x=0.9403839 , y=7.602005 , z=6.2979126
x=0.8901367 , y=7.5876465 , z=6.317047
x=0.92123413 , y=7.6043854 , z=6.2668
x=1.0121613 , y=7.5421753 , z=6.295517
x=1.0815582 , y=7.410568 , z=6.4366913
x=1.0145569 , y=7.3962097 , z=6.587448
x=0.9020996 , y=7.4033966 , z=6.508484
x=0.93559265 , y=7.4392853 , z=6.4654083
x=1.0576324 , y=7.3962097 , z=6.501297
x=0.99780273 , y=7.3866425 , z=6.4295197
x=0.87815857 , y=7.4201508 , z=6.3912354
x=0.7992096 , y=7.453644 , z=6.489334
x=0.75852966 , y=7.3531494 , z=6.3266296
x=0.8183441 , y=7.3363953 , z=6.30748
x=0.7728882 , y=7.405792 , z=6.4582214
x=0.6053772 , y=7.4656067 , z=6.501297
x=0.49291992 , y=7.2143555 , z=6.271591
x=0.8661957 , y=7.652252 , z=6.5324097
x=0.9451599 , y=7.8771667 , z=8.532806
x=-0.2871399 , y=5.596817 , z=1.5720825
x=1.138977 , y=8.726624 , z=9.233902
x=0.29431152 , y=7.3172455 , z=9.530609
x=-0.29193115 , y=6.1663055 , z=4.2640076
x=1.964508 , y=8.281555 , z=8.585449
x=1.7180481 , y=7.331604 , z=5.761917
x=0.7010956 , y=7.1617126 , z=6.9104767
x=-0.4091797 , y=6.9846497 , z=5.2881317
x=-0.2632141 , y=7.2717896 , z=5.95813
x=-0.009567261 , y=6.8362885 , z=7.716858
x=0.03111267 , y=6.8243256 , z=5.991623
